time,logger,level,database,message,exception
2015-10-30 13:00:56.9557,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2015-10-30 13:01:26.9482,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2015-10-30 13:01:56.9527,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2015-10-30 13:02:26.9452,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2015-10-30 13:02:56.9517,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2015-10-30 13:03:26.9592,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2015-10-30 13:03:45.6248,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,<system>,Document with key 'IndexId1' was not found,
2015-10-30 13:03:46.2996,Raven.Database.Storage.IndexDefinitionStorage,Info,<system>,"New index Auto/GreekPartnerModels:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using System.Globalization;
using System.Text.RegularExpressions;
using Raven.Database.Indexing;

public class Index_Auto_GreekPartnerModels : Raven.Database.Linq.AbstractViewGenerator
{
	public Index_Auto_GreekPartnerModels()
	{
		this.ViewText = @""from doc in docs.GreekPartnerModels
select new {

}"";
		this.ForEntityNames.Add(""GreekPartnerModels"");
		this.AddMapDefinition(docs => 
			from doc in ((IEnumerable<dynamic>)docs)
			where string.Equals(doc[""@metadata""][""Raven-Entity-Name""], ""GreekPartnerModels"", System.StringComparison.InvariantCultureIgnoreCase)
			select new {
				__document_id = doc.__document_id
			});
		this.AddField(""__document_id"");
		this.AddQueryParameterForMap(""__document_id"");
		this.AddQueryParameterForReduce(""__document_id"");
	}
}

Compiled to:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using System.Globalization;
using System.Text.RegularExpressions;
using Raven.Database.Indexing;

public class Index_Auto_GreekPartnerModels : Raven.Database.Linq.AbstractViewGenerator
{
	public Index_Auto_GreekPartnerModels()
	{
		this.ViewText = @""from doc in docs.GreekPartnerModels
select new {

}"";
		this.ForEntityNames.Add(""GreekPartnerModels"");
		this.AddMapDefinition(docs => 
			from doc in ((IEnumerable<dynamic>)docs)
			where string.Equals(doc[""@metadata""][""Raven-Entity-Name""], ""GreekPartnerModels"", System.StringComparison.InvariantCultureIgnoreCase)
			select new {
				__document_id = doc.__document_id
			});
		this.AddField(""__document_id"");
		this.AddQueryParameterForMap(""__document_id"");
		this.AddQueryParameterForReduce(""__document_id"");
	}
}
",
2015-10-30 13:03:46.4735,Raven.Database.Indexing.IndexStorage,Debug,<system>,Creating index 1 with id Auto/GreekPartnerModels,
2015-10-30 13:03:46.8304,Raven.Database.Indexing.Index.Indexing,Debug,<system>,Creating index for Auto/GreekPartnerModels,
2015-10-30 13:03:46.9424,Raven.Database.Indexing.WorkContext,Debug,<system>,Incremented work counter to 1 because: PUT INDEX Auto/GreekPartnerModels,
2015-10-30 13:03:46.9714,Raven.Database.Indexing.WorkContext,Debug,<system>,"No work was found, workerWorkCounter: 1, for: ReducingExecuter, will wait for additional work",
2015-10-30 13:03:47.1973,Raven.Database.Indexing.Index.Querying,Debug,<system>,Issuing query on index Auto/GreekPartnerModels for all documents,
2015-10-30 13:03:47.3623,Raven.Database.Indexing.Index.Querying,Debug,<system>,Issuing query on index Auto/GreekPartnerModels for all documents,
2015-10-30 13:03:47.4063,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,<system>,Found a total of 1 documents that requires indexing since etag: 00000000-0000-0000-0000-000000000000: (Raven/Databases/USASMVC),
2015-10-30 13:03:47.4632,Raven.Database.Indexing.Index.Querying,Debug,<system>,Issuing query on index Auto/GreekPartnerModels for all documents,
2015-10-30 13:03:47.5652,Raven.Database.Indexing.Index.Querying,Debug,<system>,Issuing query on index Auto/GreekPartnerModels for all documents,
2015-10-30 13:03:47.6312,Raven.Database.Impl.DocumentRetriever,Debug,,Trigger Raven.Database.Plugins.Builtins.FilterRavenInternalDocumentsReadTrigger asked us to ignore Raven/Databases/USASMVC,
2015-10-30 13:03:47.6312,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,<system>,"After read triggers executed, 1 documents remained",
